uuid,text,kbli_code,run_id,model,timestamp,confidence_score,text_length,reasoning,alternative_codes,alternative_reasoning
c08013c9-921b-4635-951d-0ea628eda743,memotong daging ayam untuk di giling dan diolah menjadi pentol menghasilkan penggilingan pentol sapi dan ayam di bidang perdagangan,10130,1,gemini-2.5-flash-lite,2025-07-30 11:06:27.039274,0.9,131,"Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Pendirian, Bukan Peran Orang) dan #3 (Verifikasi Aktivitas Utama). Deskripsi pekerjaan ""memotong daging ayam untuk di giling dan diolah menjadi pentol menghasilkan penggilingan pentol sapi dan ayam di bidang perdagangan"" jelas menggambarkan aktivitas pengolahan produk daging (pentol dari daging ayam dan sapi). KBLI 10130 (Industri Pengolahan dan Pengawetan Produk Daging dan Daging Unggas) mencakup kegiatan produksi produk-produk daging seperti sosis, salami, patc, dan juga ""produk-produk daging"" secara umum. Namun, deskripsi pekerjaan secara eksplisit menyebutkan ""di bidang perdagangan"". KBLI 10130 adalah untuk industri pengolahan, bukan perdagangan. Jika kegiatan utama perusahaan adalah perdagangan (membeli dan menjual kembali) produk daging olahan, maka kode KBLI yang sesuai seharusnya berada di Kategori 46 (Perdagangan Besar) atau 47 (Perdagangan Eceran), tergantung pada skala perdagangannya. Deskripsi ini tidak secara jelas membedakan apakah perusahaan ini memproduksi dan kemudian menjualnya sendiri, atau hanya berperan sebagai pedagang yang membeli produk olahan dari pihak lain.","['46321', '47111']","Kode 46321 (Perdagangan Besar Daging dan Unggas) atau 47111 (Perdagangan Eceran Makanan dan Minuman di Pasar Swalayan) bisa lebih sesuai jika fokus utamanya adalah pada aspek ""perdagangan"" dari produk daging tersebut, bukan pada proses pengolahan itu sendiri. Tanpa informasi lebih lanjut mengenai apakah perusahaan ini produsen yang juga berdagang, atau murni pedagang, sulit untuk menentukan kode yang paling tepat di antara kategori perdagangan."
c08013c9-921b-4635-951d-0ea628eda743,memotong daging ayam untuk di giling dan diolah menjadi pentol menghasilkan penggilingan pentol sapi dan ayam di bidang perdagangan,10130,2,gemini-2.5-flash-lite,2025-07-30 11:06:28.990304,0.9,131,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan menyebutkan 'memotong daging ayam untuk di giling dan diolah menjadi pentol menghasilkan penggilingan pentol sapi dan ayam di bidang perdagangan'. KBLI 10130 mencakup 'Industri Pengolahan dan Pengawetan Produk Daging dan Daging Unggas', yang kegiatannya meliputi produksi produk daging seperti sosis, salami, paté, dan daging ham. Deskripsi pekerjaan secara spesifik menyebutkan pengolahan daging menjadi 'pentol', yang merupakan produk olahan daging. Namun, frasa 'di bidang perdagangan' menyiratkan bahwa fokus utama aktivitasnya adalah perdagangan (jual beli) produk daging olahan, bukan hanya pengolahannya saja. KBLI 10130 adalah untuk industri pengolahan, bukan perdagangan. Jika kegiatan utamanya adalah menjual produk daging olahan yang diproduksi sendiri atau dibeli, maka klasifikasi perdagangan akan lebih sesuai. Tanpa informasi lebih lanjut mengenai proporsi kegiatan pengolahan versus perdagangan, sulit untuk menentukan kode yang paling tepat, namun penyebutan 'di bidang perdagangan' secara eksplisit mengindikasikan bahwa kode industri pengolahan murni (10130) mungkin tidak sepenuhnya akurat jika perdagangan adalah aktivitas utama.","['46321', '47213']","Jika aktivitas utamanya adalah menjual kembali produk daging olahan (termasuk pentol) kepada bisnis lain, maka KBLI 46321 (Perdagangan Besar Daging dan Produk Daging) akan lebih sesuai. Jika aktivitas utamanya adalah menjual produk daging olahan secara eceran kepada konsumen akhir, maka KBLI 47213 (Perdagangan Eceran Berbagai Macam Makanan di Toko Khusus) dapat dipertimbangkan."
c08013c9-921b-4635-951d-0ea628eda743,memotong daging ayam untuk di giling dan diolah menjadi pentol menghasilkan penggilingan pentol sapi dan ayam di bidang perdagangan,10130,3,gemini-2.5-flash-lite,2025-07-30 11:06:31.805898,0.9,131,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan ""memotong daging ayam untuk di giling dan diolah menjadi pentol menghasilkan penggilingan pentol sapi dan ayam di bidang perdagangan"" jelas menunjukkan aktivitas pengolahan daging (memotong, menggiling, mengolah menjadi pentol). KBLI 10130 mencakup ""Industri Pengolahan dan Pengawetan Produk Daging dan Daging Unggas"", yang sangat sesuai dengan aktivitas pengolahan daging menjadi produk seperti pentol. Namun, frasa ""di bidang perdagangan"" mengindikasikan bahwa aktivitas utama dari entitas ini mungkin adalah perdagangan, bukan semata-mata pengolahan. Jika fokus utamanya adalah perdagangan produk daging olahan (membeli dan menjual kembali), maka KBLI ini tidak tepat. KBLI 10130 adalah untuk produsen pengolahan daging. Jika entitas tersebut hanya memproses daging untuk dijual kembali sebagai produk olahan, dan perdagangan adalah aktivitas utamanya, maka KBLI untuk perdagangan akan lebih sesuai. Deskripsi ini ambigu karena menyebutkan pengolahan ('diolah menjadi pentol') namun juga menekankan 'di bidang perdagangan'. Namun, karena aktivitas pengolahan daging secara spesifik disebutkan dan KBLI 10130 mencakup produksi produk daging seperti pentol, maka KBLI ini bisa saja benar jika entitas tersebut adalah produsen yang juga menjual produknya. Namun, penekanan pada 'di bidang perdagangan' menimbulkan keraguan apakah pengolahan adalah aktivitas utama atau hanya bagian dari aktivitas perdagangan yang lebih luas. Jika ini adalah produsen yang menjual langsung ke konsumen atau grosir, KBLI 10130 bisa jadi tepat. Namun, jika ini adalah pedagang yang membeli produk olahan daging lalu menjualnya, maka KBLI ini tidak tepat. Mengingat deskripsi menyatakan ""menghasilkan penggilingan pentol sapi dan ayam"", ini lebih mengarah pada aktivitas produksi. Namun, kata ""perdagangan"" membuat saya ragu apakah ini adalah produsen yang berdagang atau pedagang yang memproduksi. KBLI 10130 berfokus pada aktivitas manufaktur/pengolahan.","['46312', '47119']","Jika aktivitas utama adalah perdagangan produk daging olahan (membeli dan menjual kembali), maka KBLI 46312 (Perdagangan Besar Daging dan Produk Daging atau Unggas) atau KBLI 47119 (Perdagangan Eceran Berbagai Macam Barang yang Utamanya Makanan, Minuman dan Tembakau di Toko Serba Ada) bisa lebih sesuai, tergantung pada skala dan jenis perdagangannya."
ccf931f3-183c-4839-a69c-8f69dedb28cb,"usaha jual beli ikan kering dan ikan asin, ikan nya di jemur sendiri, ikan nya beli sama orang, lalu di jual dengan orang, kadang langsung di ambil sama orang menghasilkan ikan asin dan ikan kering tawar di bidang jual beli ikan asin dan ikan tawar kering",10211,1,gemini-2.5-flash-lite,2025-07-30 11:07:17.937339,0.9,255,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan secara eksplisit menyatakan 'usaha jual beli ikan kering dan ikan asin, ikan nya di jemur sendiri, ikan nya beli sama orang, lalu di jual dengan orang, kadang langsung di ambil sama orang'. Ini menunjukkan aktivitas utama adalah 'jual beli' (perdagangan) yang kemudian diikuti dengan proses pengeringan/penjemuran sendiri. KBLI 10211 (Industri Penggaraman/Pengeringan Ikan) berfokus pada 'industri pengolahan dan pengawetan ikan melalui proses penggaraman/pengeringan'. Meskipun ada unsur pengeringan, deskripsi pekerjaan menekankan pada aspek 'jual beli' dan membeli dari orang lain, yang merupakan ciri khas aktivitas perdagangan, bukan industri pengolahan primer. Aktivitas utama yang digambarkan lebih mengarah pada perdagangan ikan kering dan ikan asin.","['47221', '46311']","Kode yang lebih sesuai kemungkinan adalah 47221 (Perdagangan Eceran Ikan dan Hasil Laut Lainnya) jika fokus utamanya adalah menjual langsung ke konsumen akhir, atau 46311 (Perdagangan Besar Ikan, Hasil Laut dan Sejenisnya) jika fokusnya adalah menjual ke pedagang lain atau usaha kuliner. Deskripsi 'jual beli' dan 'beli sama orang, lalu di jual dengan orang' mengindikasikan aktivitas perdagangan."
ccf931f3-183c-4839-a69c-8f69dedb28cb,"usaha jual beli ikan kering dan ikan asin, ikan nya di jemur sendiri, ikan nya beli sama orang, lalu di jual dengan orang, kadang langsung di ambil sama orang menghasilkan ikan asin dan ikan kering tawar di bidang jual beli ikan asin dan ikan tawar kering",10211,2,gemini-2.5-flash-lite,2025-07-30 11:07:19.987564,0.9,255,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan berbunyi ""usaha jual beli ikan kering dan ikan asin, ikan nya di jemur sendiri, ikan nya beli sama orang, lalu di jual dengan orang, kadang langsung di ambil sama orang menghasilkan ikan asin dan ikan kering tawar di bidang jual beli ikan asin dan ikan tawar kering"". Deskripsi ini jelas menunjukkan aktivitas utama sebagai **jual beli** ikan kering dan asin, di mana ikan tersebut dibeli dari pihak lain ('ikan nya beli sama orang') dan kemudian dijual kembali. Meskipun ada aktivitas 'menjemur sendiri', ini adalah bagian dari proses persiapan untuk dijual kembali, bukan produksi primer. KBLI 10211 (Industri Penggaraman/Pengeringan Ikan) mencakup usaha pengolahan dan pengawetan ikan melalui proses penggaraman/pengeringan, seperti ikan tembang asin, ikan teri asin, dan ikan kering tawar. Ini lebih berfokus pada proses produksi (penggaraman, pengeringan) sebagai aktivitas utama, bukan jual beli. Deskripsi pekerjaan ini lebih condong ke aktivitas perdagangan, bukan industri pengolahan sebagai kegiatan utamanya.","['46311', '47717']","Kode 46311 (Perdagangan Besar Ikan dan Hasil Perikanan) atau 47717 (Perdagangan Eceran Berbagai Macam Barang Lainnya di Toko Khusus) akan lebih sesuai karena fokus utamanya adalah jual beli (perdagangan) ikan kering dan asin, yang dibeli dari produsen lain."
ccf931f3-183c-4839-a69c-8f69dedb28cb,"usaha jual beli ikan kering dan ikan asin, ikan nya di jemur sendiri, ikan nya beli sama orang, lalu di jual dengan orang, kadang langsung di ambil sama orang menghasilkan ikan asin dan ikan kering tawar di bidang jual beli ikan asin dan ikan tawar kering",10211,3,gemini-2.5-flash-lite,2025-07-30 11:07:22.164012,0.9,255,"Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Pendirian, Bukan Peran Orang) dan #3 (Verifikasi Aktivitas Utama). Deskripsi pekerjaan menyatakan 'usaha jual beli ikan kering dan ikan asin, ikan nya di jemur sendiri, ikan nya beli sama orang, lalu di jual dengan orang, kadang langsung di ambil sama orang menghasilkan ikan asin dan ikan kering tawar di bidang jual beli ikan asin dan ikan tawar kering'. Deskripsi ini jelas menggambarkan aktivitas **jual beli** (perdagangan) ikan kering dan asin, di mana pemilik membeli ikan dari orang lain, mengeringkannya (sebagai aktivitas tambahan untuk nilai tambah), dan kemudian menjualnya kembali. KBLI 10211 (Industri Penggaraman/Pengeringan Ikan) secara spesifik mencakup usaha pengolahan dan pengawetan ikan melalui proses penggaraman/pengeringan. Meskipun ada unsur pengeringan dalam deskripsi, aktivitas utamanya adalah 'jual beli' dan 'membeli sama orang', yang lebih mengarah pada aktivitas perdagangan, bukan industri pengolahan sebagai aktivitas utama. KBLI yang lebih tepat untuk aktivitas jual beli adalah di bagian Perdagangan Besar (Kategori 46) atau Perdagangan Eceran (Kategori 47). Karena aktivitasnya adalah jual beli, ini bukan aktivitas industri pengolahan makanan.","['47212', '46311']","Kode 47212 (Perdagangan Eceran Ikan dan Produk Perikanan di Toko Khusus) atau 46311 (Perdagangan Besar Ikan, Udang, dan Biota Air Lainnya) lebih sesuai karena deskripsi pekerjaan menekankan pada aktivitas 'jual beli' dan 'membeli sama orang' yang merupakan ciri utama perdagangan, bukan industri pengolahan sebagai aktivitas primer."
9565b02a-26ef-44b1-f237-316ec0f8b7ff,menjual ikan asin menghasilkan ikan asin/ikan bage di bidang penjualan eceran ikan asin yang diolah sendiri,10211,1,gemini-2.5-flash-lite,2025-07-30 11:07:27.150596,0.9,107,"Analisis ini didasarkan pada Aturan Validasi Inti #1, #3, dan #4 (E-commerce/Perdagangan). Deskripsi pekerjaan menyatakan 'menjual ikan asin menghasilkan ikan asin/ikan bage di bidang penjualan eceran ikan asin yang diolah sendiri'. KBLI 10211 mencakup 'Industri Penggaraman/Pengeringan Ikan', yang fokus pada proses manufaktur (pengolahan dan pengawetan ikan). Deskripsi pekerjaan, meskipun menyebutkan 'menghasilkan ikan asin', lebih menekankan pada 'penjualan eceran'. KBLI untuk penjualan eceran secara online adalah 4791 (Perdagangan Eceran Melalui Pesanan atau Melalui Internet). Jika penjualan eceran ini dilakukan secara fisik, maka akan masuk ke Kategori 47 (Perdagangan Eceran). Kode 10211 adalah untuk produsen yang melakukan pengolahan, bukan penjual eceran. Meskipun produsen mungkin juga menjual produknya sendiri, penekanan pada 'penjualan eceran' mengindikasikan aktivitas utama adalah perdagangan, bukan industri pengolahan.","['4791', '47291']","Kode 4791 (Perdagangan Eceran Melalui Pesanan atau Melalui Internet) lebih sesuai jika penjualan ikan asin dilakukan secara online. Jika penjualan dilakukan secara fisik di toko, maka 47291 (Perdagangan Eceran Makanan dan Minuman di Minimarket dan Toko Kelontong) atau kategori perdagangan eceran lainnya yang spesifik untuk produk makanan akan lebih tepat, tergantung pada format penjualannya."
9565b02a-26ef-44b1-f237-316ec0f8b7ff,menjual ikan asin menghasilkan ikan asin/ikan bage di bidang penjualan eceran ikan asin yang diolah sendiri,10211,2,gemini-2.5-flash-lite,2025-07-30 11:07:28.873566,0.9,107,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #4 (E-commerce/Perdagangan). Deskripsi pekerjaan secara eksplisit menyatakan ""menjual ikan asin menghasilkan ikan asin/ikan bage di bidang penjualan eceran ikan asin yang diolah sendiri"". Meskipun terdapat unsur pengolahan (""menghasilkan ikan asin""), fokus utama yang ditekankan adalah ""penjualan eceran"". KBLI 10211 mencakup ""Industri Penggaraman/Pengeringan Ikan"" yang berfokus pada kegiatan produksi (pengolahan dan pengawetan ikan melalui penggaraman/pengeringan). Deskripsi pekerjaan lebih mengarah pada aktivitas penjualan eceran daripada kegiatan industri pengolahan sebagai aktivitas utama. Jika aktivitas utamanya adalah penjualan eceran, maka kode yang lebih sesuai adalah dari Kategori 47 (Perdagangan Eceran).","['47291', '47111']","Kode 47291 (Perdagangan Eceran Berbagai Macam Barang di Toko) atau 47111 (Perdagangan Eceran Berbagai Macam Barang di Toko Serba Ada) akan lebih sesuai jika fokus utama kegiatan adalah penjualan eceran ikan asin, meskipun diolah sendiri. Jika aktivitas pengolahan ikan asin merupakan bagian dari kegiatan yang lebih besar yang juga mencakup penjualan eceran, maka perlu klarifikasi mana yang merupakan aktivitas utama. Namun, berdasarkan penekanan pada 'penjualan eceran', Kategori 47 lebih tepat."
9565b02a-26ef-44b1-f237-316ec0f8b7ff,menjual ikan asin menghasilkan ikan asin/ikan bage di bidang penjualan eceran ikan asin yang diolah sendiri,10211,3,gemini-2.5-flash-lite,2025-07-30 11:07:30.549552,0.9,107,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #4 (E-commerce). Deskripsi pekerjaan menyatakan 'menjual ikan asin menghasilkan ikan asin/ikan bage di bidang penjualan eceran ikan asin yang diolah sendiri'. Kode KBLI yang diberikan adalah 10211 (Industri Penggaraman/Pengeringan Ikan). KBLI 10211 mencakup usaha pengolahan dan pengawetan ikan melalui proses penggaraman/pengeringan. Deskripsi pekerjaan secara eksplisit menyebutkan 'penjualan eceran ikan asin'. Meskipun perusahaan tersebut mengolah sendiri, fokus utama yang disebutkan dalam deskripsi adalah 'penjualan eceran'. Ini mengindikasikan aktivitas perdagangan eceran, bukan hanya pengolahan ikan. Berdasarkan aturan #4, jika perusahaan melakukan penjualan online (e-commerce) sebagai aktivitas utama dan merupakan retailer, maka kode yang tepat adalah 4791 (Perdagangan Eceran Melalui Pesanan atau Melalui Internet). Jika penjualan eceran ini dilakukan secara fisik (bukan hanya online), maka kode untuk perdagangan eceran khusus ikan asin akan lebih sesuai.","['4791', '47231']","Kode 4791 (Perdagangan Eceran Melalui Pesanan atau Melalui Internet) akan lebih tepat jika fokus utamanya adalah penjualan ikan asin secara eceran melalui internet atau pesanan. Jika penjualan eceran tersebut dilakukan secara fisik di toko, maka kode 47231 (Perdagangan Eceran Ikan dan Hasil Laut Lainnya di Toko Khusus) bisa menjadi alternatif yang lebih sesuai."
10bb46e7-1ecc-4cfd-cb2f-0260625a67c8,karyawan harian di bagian produksi penggorengan usaha kerupuk bakso menghasilkan kerupuk bakso di bidang pengolahan makanan ringan,10216,1,gemini-2.5-flash-lite,2025-07-30 11:09:23.663086,0.9,130,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan menyebutkan 'karyawan harian di bagian produksi penggorengan usaha kerupuk bakso menghasilkan kerupuk bakso di bidang pengolahan makanan ringan'. KBLI 10216 mencakup 'Industri Berbasis Daging Lumatan Dan Surimi', dengan contoh produk seperti baso, nuget, otak-otak, kamaboko, sosis, pempek, siomay, dimsum, chikuwa, imitation crab. Meskipun deskripsi pekerjaan menyebutkan 'bakso', konteksnya adalah 'kerupuk bakso' dan 'pengolahan makanan ringan', yang tidak secara spesifik sesuai dengan fokus utama KBLI 10216 yaitu produk berbasis daging lumatan dan surimi yang dimasak atau dibekukan. Kerupuk bakso lebih cenderung merupakan produk makanan ringan yang diproses secara berbeda dari surimi atau daging lumatan yang menjadi fokus KBLI 10216. Aktivitas pengolahan makanan ringan secara umum lebih sesuai diklasifikasikan di bagian lain dari Industri Makanan, bukan spesifik pada pengolahan ikan dan biota air.","['10711', '10712']","Kode 10711 (Industri Biskuit dan Roti) atau 10712 (Industri Makanan Ringan Lainnya) kemungkinan lebih sesuai karena deskripsi pekerjaan menyebutkan 'makanan ringan' dan 'kerupuk bakso', yang lebih mencerminkan produk makanan ringan daripada produk berbasis surimi atau daging lumatan dari ikan."
